epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_recall
0,49,0.3359375,1.7784980535507202,,,,
0,68,,,0.5145089030265808,0.2941487729549408,1.4360973834991455,0.2912997305393219
1,99,0.609375,1.3597742319107056,,,,
1,137,,,0.6551339030265808,0.33966904878616333,1.0943564176559448,0.32875561714172363
2,149,0.7578125,0.9014363288879395,,,,
2,199,0.6796875,0.9476039409637451,,,,
2,206,,,0.6819196343421936,0.3780069649219513,0.8798783421516418,0.3722219169139862
3,249,0.75,0.7031174898147583,,,,
